[[0.57735027+0.j]] [[0.57735027+0.j]] [[0.+0.j]] [[0.57735027+0.j]] 
[[0.57735027+0.j]] [[-0.57735027+0.j]] [[0.+0.j]] [[0.57735027+0.j]] 
